candidate,normal,feature_set,model,selection_years,shrink,log_offset,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score,protocol
ewma5__history__huber_10p0,ewma5,history,huber_10p0,2016-2017-2018,0.1,0.1,394.16457061995345,309.6708127563374,-132.42542514250042,347.2624152098446,387.8395310543374,486.1747128752994,0.7030812324929971,380.85777187602224,select_2016_2018_test_2019_2022
median5__physical__extra_3p0,median5,physical,extra_3p0,2016-2017-2018,0.4,0.1,383.69721891442094,302.54417581418716,-62.68471904582917,374.3794745365858,382.78092824185495,419.89051739225863,0.7198879551820728,381.1387101518207,select_2016_2018_test_2019_2022
median5__modis__xgb_2p0,median5,modis,xgb_2p0,2016-2017-2018,0.3,0.1,395.52412000848943,309.5346273822858,-168.67775618315545,345.10276362953755,394.6125294434892,431.7505668643633,0.6778711484593838,382.6908832725014,select_2016_2018_test_2019_2022
median5__physical_modis__state_ridge_100p0,median5,physical_modis,state_ridge_100p0,2016-2017-2018,0.3,0.1,386.6236639941515,299.016258984042,-79.84177701831781,374.3887808284758,384.27934156577925,437.7017808155079,0.7086834733893558,382.9788625956395,select_2016_2018_test_2019_2022
median5__physical_modis__xgb_2p0,median5,physical_modis,xgb_2p0,2016-2017-2018,0.4,0.1,387.31604717737883,306.05459615611767,-81.34574112623048,370.947597054543,386.9998202413874,409.1277647276274,0.7254901960784313,383.14487791267203,select_2016_2018_test_2019_2022
median5__modis__ridge_1000p0,median5,modis,ridge_1000p0,2016-2017-2018,0.2,0.1,394.29681451837706,309.61414959436763,-142.1463365394866,354.0752088815655,393.18298220897526,432.71558351080824,0.6750700280112045,383.96295503182375,select_2016_2018_test_2019_2022
mean5__physical__ridge_100p0,mean5,physical,ridge_100p0,2016-2017-2018,0.3,0.1,385.9524770734246,316.20092150679255,-50.67255036832465,382.1504541776011,384.89355007507476,409.74241405118596,0.7086834733893558,384.7372395998812,select_2016_2018_test_2019_2022
median5__physical_modis__xgb_1p0,median5,physical_modis,xgb_1p0,2016-2017-2018,0.4,0.1,389.0041283221917,309.48248576761836,-80.20981175535613,372.67804634663355,388.32671839086015,416.66153820179863,0.711484593837535,384.75325534546926,select_2016_2018_test_2019_2022
median5__history__state_ridge_100p0,median5,history,state_ridge_100p0,2016-2017-2018,0.5,0.1,395.7242597252037,310.7378313811428,-135.47727914747344,353.629352509331,394.22688617670036,439.38351879826826,0.6694677871148459,384.8261895341097,select_2016_2018_test_2019_2022
ewma5__physical__ridge_100p0,ewma5,physical,ridge_100p0,2016-2017-2018,0.1,0.1,394.87286437679427,309.62705883972484,-103.84452178077018,361.3737615136744,389.48035941639273,478.1703318510701,0.7226890756302521,385.14996242091394,select_2016_2018_test_2019_2022
median5__physical__xgb_2p0,median5,physical,xgb_2p0,2016-2017-2018,0.4,0.1,388.87533192787146,307.96742360692735,-70.14422568683808,376.7493712097307,388.49506475167294,412.6373042483089,0.7282913165266106,385.74877495428666,select_2016_2018_test_2019_2022
median5__physical__xgb_1p0,median5,physical,xgb_1p0,2016-2017-2018,0.4,0.1,388.90763216126123,308.63824457086565,-62.20556223086209,378.1610868422209,388.0313251591547,418.28637157199375,0.7226890756302521,386.0019190809745,select_2016_2018_test_2019_2022
median5__physical__huber_10p0,median5,physical,huber_10p0,2016-2017-2018,0.1,0.1,386.2004075498893,301.7933958605559,-26.072203207591933,390.15380904520185,381.543510544929,455.1422256967463,0.7226890756302521,386.02453367247733,select_2016_2018_test_2019_2022
mean5__physical__ridge_100p0,mean5,physical,ridge_100p0,2016-2017-2018,0.1,0.1,399.3869210594521,325.7655457015571,-152.7100728165456,347.42152552506155,398.23994701549464,434.04273672694774,0.6526610644257703,386.1088286648651,select_2016_2018_test_2019_2022
median5__history__ridge_1000p0,median5,history,ridge_1000p0,2016-2017-2018,0.4,0.1,395.3468921738304,312.37405027558964,-123.89530124042504,360.665122532974,394.3933396393252,430.7927614746922,0.6722689075630253,386.43806162999,select_2016_2018_test_2019_2022
median5__physical__ridge_100p0,median5,physical,ridge_100p0,2016-2017-2018,0.2,0.1,383.7409854371087,300.1191438268332,40.242363442833046,403.3522882679369,377.50797903529525,440.87447845411003,0.7338935574229691,387.08555954436235,select_2016_2018_test_2019_2022
median5__physical_modis__extra_3p0,median5,physical_modis,extra_3p0,2016-2017-2018,0.3,0.1,393.5394897612298,314.3951536361945,-113.629796801732,368.68303498300577,392.9119504618984,418.1336354599729,0.7058823529411765,387.1684912418409,select_2016_2018_test_2019_2022
ewma5__history__huber_10p0,ewma5,history,huber_10p0,2016-2017-2018,0.4,0.1,392.8665489263096,313.8173550353452,-50.82431993775153,375.22031300810227,388.05126363970527,470.38745909015125,0.7226890756302521,387.25116862510663,select_2016_2018_test_2019_2022
median5__history__xgb_1p0,median5,history,xgb_1p0,2016-2017-2018,0.4,0.1,397.9891974096568,314.74528201965643,-145.3367100677404,355.59080648367114,397.93047944140335,406.22723635645673,0.6918767507002801,387.37492018609703,select_2016_2018_test_2019_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2016-2017-2018,0.1,0.1,402.9588750194783,313.3398182604127,-150.2141758419473,350.7005441034737,394.9667903512229,505.4716767967874,0.7030812324929971,387.8962711234133,select_2016_2018_test_2019_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2016-2017-2018,0.2,0.1,402.9556433885716,312.16524412202284,-141.66828642057365,353.52180235615316,393.2003284502127,515.83313952848,0.7226890756302521,388.15835439587727,select_2016_2018_test_2019_2022
median5__physical__state_ridge_100p0,median5,physical,state_ridge_100p0,2016-2017-2018,0.4,0.1,389.2394009653132,301.595410433434,-40.67764309348777,390.44559884702414,385.86643513109885,451.03982039962193,0.7086834733893558,388.69770897718735,select_2016_2018_test_2019_2022
median5__physical__ridge_1000p0,median5,physical,ridge_1000p0,2016-2017-2018,0.3,0.1,388.7809253310741,302.06380692531843,-21.937532838373272,395.66309874106884,384.4235552670345,458.9403376877989,0.7338935574229691,389.4121261675629,select_2016_2018_test_2019_2022
ewma5__history__extra_3p0,ewma5,history,extra_3p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__history__huber_10p0,ewma5,history,huber_10p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__history__ridge_1000p0,ewma5,history,ridge_1000p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__history__ridge_100p0,ewma5,history,ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__history__state_ridge_100p0,ewma5,history,state_ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__history__xgb_1p0,ewma5,history,xgb_1p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__extra_3p0,ewma5,modis,extra_3p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__huber_10p0,ewma5,modis,huber_10p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__ridge_1000p0,ewma5,modis,ridge_1000p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__ridge_100p0,ewma5,modis,ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__state_ridge_100p0,ewma5,modis,state_ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__xgb_1p0,ewma5,modis,xgb_1p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__modis__xgb_2p0,ewma5,modis,xgb_2p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.1,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.2,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.3,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.4,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.5,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.6,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.7,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.8,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,0.9,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,1.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,1.1,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__none__zero_anomaly,ewma5,none,zero_anomaly,2016-2017-2018,1.2,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__extra_3p0,ewma5,physical,extra_3p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__huber_10p0,ewma5,physical,huber_10p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__ridge_1000p0,ewma5,physical,ridge_1000p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__ridge_100p0,ewma5,physical,ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__state_ridge_100p0,ewma5,physical,state_ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__xgb_1p0,ewma5,physical,xgb_1p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical__xgb_2p0,ewma5,physical,xgb_2p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__extra_3p0,ewma5,physical_modis,extra_3p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__huber_10p0,ewma5,physical_modis,huber_10p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__ridge_1000p0,ewma5,physical_modis,ridge_1000p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__ridge_100p0,ewma5,physical_modis,ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__state_ridge_100p0,ewma5,physical_modis,state_ridge_100p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__xgb_1p0,ewma5,physical_modis,xgb_1p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2016-2017-2018,0.0,0.1,404.79000691633644,315.9856766086498,-158.55811774888943,350.12178949027214,398.53824068501444,495.91415897913515,0.6778711484593838,389.5600110019899,select_2016_2018_test_2019_2022
